Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2010-02-04,217.56704711914062,221.23488424766586,216.08467945242668,220.78704035242768,6176408
2010-02-05,210.72848510742188,214.8262571964052,208.6057091856213,214.1052240728458,13544872
2010-02-08,215.28749084472656,218.72692265051222,209.9939681220827,212.71684981271517,9252480
2010-02-09,221.57518005371094,222.309639436635,214.44998155566614,215.3232768757738,10387392
2010-02-10,220.96165466308594,223.5815409708017,219.2643309842115,223.11578777846032,7187984
2010-02-11,223.7830810546875,225.54758138730423,221.23485401251224,221.50356031293228,6453888
2010-02-15,223.801025390625,227.7196595504789,221.669305901567,224.54893345722837,8950128
2010-02-16,227.63458251953125,228.48996878319895,222.86952756754008,223.92196078322124,4418096
2010-02-17,225.59237670898438,229.86928553137767,225.1400719085795,228.41827581222933,7991184
2010-02-18,226.93592834472656,228.13168029226725,224.99677302480382,225.98202959457805,3721696
2010-02-19,226.82394409179688,227.90773495426944,224.3831951126246,226.15217831771278,5998992
2010-02-22,230.04400634765625,232.13542443558245,228.85721990180218,228.85721990180218,5855400
2010-02-23,231.20384216308594,231.893517234457,228.84817942604775,229.12585132611653,3786032
2010-02-24,230.7559814453125,232.72649400036448,228.48988763352847,230.01255642606864,5427016
2010-02-25,234.43276977539062,235.53893068545798,230.2454308340646,230.2454308340646,8729568
2010-02-26,233.053466796875,235.5658752773963,231.27553975598667,234.58061876482924,10546368
2010-03-02,236.55108642578125,237.42438180353642,234.90749099351882,235.70466604850841,8534656
2010-03-03,238.81268310546875,239.73076280610863,235.80316431544725,237.45572527049575,5904976
2010-03-04,235.0105438232422,238.61120401485613,233.2370777983053,238.43206647430443,6755240
2010-03-05,236.07640075683594,236.4615508381155,234.04767688011813,235.91517259869852,4984808
2010-03-08,238.2125244140625,239.98598967257402,236.29127949541086,237.62584484882154,8664992
2010-03-09,240.3980712890625,241.97000741531852,234.47758931781422,237.36169904345977,7958752
2010-03-10,238.18577575683594,241.0698860695953,237.35726455038647,239.58751840241828,7330952
2010-03-11,240.3085479736328,241.38785611936746,237.35726111922958,238.7007927859422,4298424
2010-03-12,239.43968200683594,242.1939213116934,237.92149593421829,241.82668065743007,3176920
2010-03-15,241.94752502441406,242.955173208227,236.10316555829914,237.75122139643378,10582856
2010-03-16,244.73318481445312,245.8617379532766,240.25026446675218,241.83562698126633,5881344
2010-03-17,245.2661895751953,246.6455400117182,243.00009511458418,244.97060823383256,6352000
2010-03-18,249.681884765625,250.24615046117896,245.41840303170164,245.41840303170164,8923048
2010-03-19,248.3159637451172,250.34468743841114,247.21426360939117,249.01012164409667,12582544
2010-03-22,246.9768524169922,248.73240859224688,245.6781055950305,246.50215555527436,4108528
2010-03-23,248.59815979003906,250.7030262123291,247.5815453455134,248.1100142911114,4792560
2010-03-25,252.04197692871094,257.06230968470334,246.39020198603043,248.19500353181635,15207528
2010-03-26,248.5398712158203,253.0317355801438,247.47847271077427,252.2256167765256,9105680
2010-03-29,243.326904296875,248.1054052348986,241.85798573485016,247.0305803746752,13981704
2010-03-30,236.82875061035156,243.17916650623616,235.6195724343537,243.17916650623616,10649936
2010-03-31,234.30735778808594,239.74865913226867,233.4699031296089,237.7064873407311,13070104
2010-04-01,239.18893432617188,239.86518296079518,234.67019393475854,234.68810331654532,8187000
2010-04-05,239.8606414794922,240.9399493435202,236.28237411457485,239.95469304508947,7318616
2010-04-06,237.4691619873047,240.4921074722916,236.93174945664035,240.2234012069594,5348808
2010-04-07,236.79750061035156,239.57861605482606,234.4373541268192,237.85441675960175,8380880
2010-04-08,238.58877563476562,239.85616479498967,235.56583009645558,236.46151766336226,7227984
2010-04-09,239.7039031982422,241.6296314744517,238.70073749294704,239.14858127811206,8260312
2010-04-12,240.322021484375,241.65658766559858,237.54090627064076,240.5727965944237,8325648
2010-04-13,249.17132568359375,250.24168986373007,236.01368353444798,240.93996535395257,57635400
2010-04-15,250.93588256835938,253.00490809915962,247.14711910627565,249.71773851159625,22395128
2010-04-16,249.77146911621094,251.59866319201555,248.19953290257232,250.08495979658545,6244344
2010-04-19,246.4842987060547,248.52198830035533,245.0601639563292,248.52198830035533,8754896
2010-04-20,244.2808837890625,249.89235786226016,243.62702746687165,247.70240605133588,9542128
2010-04-21,242.95074462890625,246.2916632820126,241.86249309441905,245.68707423677083,6496288
2010-04-22,243.4837188720703,247.46506791859804,241.20868101751788,242.5522124750978,6978144
2010-04-23,244.24954223632812,246.64550672845752,243.34491081953766,244.9705751765934,5888336
2010-04-26,245.3243408203125,246.67235497679374,244.0793438540524,244.531670447074,4454288
2010-04-27,245.1900177001953,245.6333787249065,244.20027844794117,244.44213161357894,3280256
2010-04-28,241.7908172607422,244.6973185439127,241.03844858039184,242.74025466594625,5544496
2010-04-29,242.6551971435547,244.78245519124474,239.5964327398254,241.7460829774911,11319960
2010-04-30,245.25274658203125,247.10235501226336,239.78459004863987,242.9105317284299,8067024
2010-05-03,241.37892150878906,243.17478010751563,240.22349287390915,242.552281395431,5408952
2010-05-04,238.80377197265625,242.37309627262363,237.84987330079528,242.28352750090426,6576208
2010-05-05,241.20864868164062,242.55217995910985,233.7744422796443,237.30344235484836,12122080
2010-05-06,238.08721923828125,240.9668683385141,236.95866584718024,240.9668683385141,7808360
2010-05-07,234.38812255859375,236.94083335349285,233.5103439468712,236.29145955479046,8984392
2010-05-10,239.65916442871094,240.3846802456984,234.67018808600662,234.67018808600662,5635408
2010-05-11,238.32009887695312,239.55166943396077,236.10327187433936,239.1307005988586,5802824
2010-05-12,240.1965789794922,241.73715753239605,237.55878293541713,237.8946658408777,9185176
2010-05-13,242.38650512695312,243.89574756707407,238.36487631761875,240.4025657253128,4923880
2010-05-14,237.52734375,244.25396517937187,235.5657970010077,242.73129652955546,6824496
2010-05-17,234.3433074951172,237.1826337044443,230.73368096116917,236.0137566462497,8170824
2010-05-18,235.4941864013672,238.25290866464306,231.2710279890919,238.25290866464306,7144600
2010-05-19,233.13404846191406,237.56770194401668,232.29208902367722,235.2075564444737,11939240
2010-05-20,232.9459228515625,235.97335092680825,231.66956818439542,233.95357127301017,6508872
2010-05-21,231.24417114257812,233.59535134689406,229.1482706788238,230.012600559365,7127200
2010-05-24,232.9146270751953,235.56587148601884,231.02025628529051,233.8640648098841,7186104
2010-05-25,226.9135284423828,231.70099701498094,224.826593454832,231.70099701498094,8838128
2010-05-26,236.1625213623047,237.86093568123403,230.323890801819,231.11679505036267,7868856
2010-05-27,238.1717987060547,240.03240142707756,233.82436500903648,236.77070427567813,11312696
2010-05-28,241.2443084716797,241.8705148228524,237.62671127928996,240.57756050020237,6793992
2010-05-31,239.49179077148438,246.42966431904057,236.47787477924547,246.42966431904057,7020752
2010-06-01,236.45986938476562,239.4467504359338,235.85167914377124,239.22149479112107,5782888
2010-06-02,237.89242553710938,238.9466172852177,236.43728324348484,237.41938880419778,6557144
2010-06-03,243.0958251953125,243.79862701385838,239.6719403334067,239.6719403334067,5517096
2010-06-04,245.88450622558594,246.69993590631915,241.69475201826532,243.09584626561323,4950400
2010-06-07,240.72174072265625,244.1771718615183,238.77103521513783,244.1771718615183,7781952
2010-06-08,239.17637634277344,242.28490336625268,238.57720529526486,240.72162083221045,6651144
2010-06-09,236.51393127441406,240.392838102847,235.75257155026208,240.392838102847,5427120
2010-06-10,238.3700408935547,239.13140059917833,236.11748436944788,236.53645108388284,5187448
2010-06-11,237.03652954101562,242.4561718877964,236.15803247248957,240.1135130383936,9912864
2010-06-14,247.45677185058594,248.57856228551543,238.77994413242502,238.77994413242502,9728848
2010-06-15,246.40264892578125,250.48428575139863,245.2673736349778,247.4658600058332,7946312
2010-06-16,249.52915954589844,250.43920105971614,247.06036672269892,248.2226769355851,5720064
2010-06-17,249.11923217773438,250.8266655354216,246.51977328393392,250.123863536623,5639240
2010-06-18,251.04283142089844,253.6377800712391,243.98333482601038,243.98333482601038,8356232
2010-06-21,252.35842895507812,253.98026972985676,251.49794792226814,252.23227258513245,7164752
2010-06-22,249.3219451904297,252.22774275778255,248.68221041531345,251.38527791982773,4763688
2010-06-23,252.0835418701172,252.73227359836247,244.884381695731,247.5198722147913,4948088
2010-06-24,254.3316650390625,255.3227899775343,250.7591189462567,253.58381182232716,12316104
2010-06-25,250.27703857421875,253.36304092215073,249.67335784290674,253.1873459179242,3345664
2010-06-28,253.09722900390625,253.8180470288373,249.5832411323675,249.5832411323675,3834168
2010-06-29,251.7051544189453,253.51170899938236,249.3219542157189,251.66010329223926,3773072
2010-06-30,251.4753875732422,253.06568353616746,246.15935465786373,250.30405828680287,9449976
2010-07-01,249.31739807128906,251.47534223736412,247.87125277498697,251.47534223736412,5847248
2010-07-02,245.7537841796875,250.029129756087,244.7176087376833,250.029129756087,11169440
2010-07-05,247.19093322753906,247.96131161481833,245.07804054952976,245.97906275743244,3616720
2010-07-06,250.94386291503906,252.19627577848257,247.15054821735538,247.15054821735538,5872600
2010-07-07,250.64198303222656,252.25031730880835,249.15078610311306,252.25031730880835,5923392
2010-07-08,254.85418701171875,256.467008316087,252.29529218300084,252.82688660239802,6278192
2010-07-09,258.9359436035156,259.53962449617006,255.71929652082855,255.71929652082855,7859112
2010-07-12,260.9270935058594,262.1975440130114,256.7914090849081,256.795918596872,8597240
2010-07-13,251.99343872070312,259.04844848424943,250.5743284463307,258.5934277745304,25502384
2010-07-14,247.141357421875,253.0971226492263,246.60976315091932,251.38067104911033,14193928
2010-07-15,248.64613342285156,250.12380125948815,246.8801208396965,247.68653143342712,8328136
2010-07-16,250.21395874023438,251.47539029311997,247.8713001420183,248.23170915712848,8205560
2010-07-19,249.62374877929688,251.6375426614699,246.49720542112573,247.69106011246444,7047120
2010-07-20,248.65066528320312,250.7095104936725,248.09654524504123,249.6237739822173,5054736
2010-07-21,249.73194885253906,250.39420933875692,248.68226620186005,249.34001717503483,2634480
2010-07-22,248.1865692138672,249.11011698458498,245.71326763229675,249.11011698458498,8226952
2010-07-23,251.0653533935547,258.5979085908856,249.13266496720186,251.11491401938213,5323096
2010-07-26,252.68727111816406,253.18734304576805,251.38529789953483,251.38529789953483,4470816
2010-07-27,254.88125610351562,255.34978341668273,252.55661359102388,252.55661359102388,5093960
2010-07-28,255.1786651611328,255.7553109296179,253.36760061091618,254.8993393059324,3725168
2010-07-29,255.27320861816406,255.89041789699968,253.26394582221133,254.52086794721617,3613008
2010-07-30,251.2411346435547,255.10202530909172,248.6822392417106,253.63786357442584,4472672
2010-08-02,252.01145935058594,253.43958867393232,250.58783953882704,252.28627558601562,3815232
2010-08-03,250.87167358398438,253.998216941779,249.53815601995635,252.73678556995037,2434584
2010-08-04,258.9988708496094,260.5756599398401,251.38523209963824,251.38523209963824,9536024
2010-08-05,258.52581787109375,261.90916093439967,257.8320351145279,259.494416822776,6594296
2010-08-06,258.03485107421875,260.5757303524046,256.97164002941145,257.78256035208494,3676480
2010-08-09,259.01239013671875,259.75573360156494,253.75042822703614,256.65622540779844,4201544
2010-08-10,254.90374755859375,258.59342990280544,253.63780668167155,258.59342990280544,4811984
2010-08-11,253.268310546875,257.50311470542147,252.28620519000134,255.34968053873706,5344800
2010-08-12,249.82659912109375,251.9259867434817,248.1416908052749,251.9259867434817,6973400
2010-08-13,250.23641967773438,252.10604096077083,248.23164504893623,250.03368965909186,5561808
2010-08-16,248.85336303710938,250.30401787205966,247.781155200923,248.6821775834718,5193608
2010-08-17,247.82627868652344,250.16893756521807,245.9791822629373,248.23173887706673,5140640
2010-08-18,252.93942260742188,254.04317465192838,248.51539540958058,249.14162335128603,6128144
2010-08-19,252.7007293701172,254.53880610899088,251.20051400456936,253.63778378648118,4826744
2010-08-20,249.54722595214844,252.55663261125738,248.14162190916977,252.55663261125738,4624824
2010-08-23,252.5701141357422,253.18732334936058,248.7993481591643,249.7634378378746,4511832
2010-08-24,249.15525817871094,251.2951867138323,248.24972612537755,251.2951867138323,5247552
2010-08-25,249.66429138183594,251.74115244135055,248.3172672752047,248.8623902340751,3502008
2010-08-26,249.19129943847656,250.75007289139126,247.5424457257619,250.03376434441532,7834984
2010-08-27,244.1680908203125,248.50201806346988,241.60017656548692,248.50201806346988,6973800
2010-08-30,243.31655883789062,246.51969746433494,240.23957653006246,245.01950415710104,4781168
2010-08-31,244.5239715576172,245.43850048983757,241.1270995291025,241.9245131480227,7722280
2010-09-01,250.13731384277344,250.88967631293252,244.01938081325173,244.523962134242,10131800
2010-09-02,248.05149841308594,253.54773575533014,247.41176362830134,252.19620198264712,3402512
2010-09-03,250.2545166015625,252.64673599418447,248.78135785523378,248.78135785523378,7606688
2010-09-06,255.13807678222656,255.8904395143553,250.98888496496087,251.04744263974382,6391192
2010-09-07,258.138427734375,258.854736197367,253.20532971893635,255.8903810748085,8321272
2010-09-08,259.44036865234375,260.08912234741865,254.53881582974833,257.4220873718906,9386496
2010-09-09,260.84600830078125,261.29651954136983,257.51222512042585,258.6024711216979,7591392
2010-09-13,264.6213684082031,265.3512056506391,259.6747622020855,260.39558041777485,6650488
2010-09-14,268.10821533203125,270.3067010347342,265.8015893508219,265.85565949007514,9767144
2010-09-15,275.0687561035156,275.71297861069564,267.51367107684814,268.05428476039856,14344648
2010-09-16,267.23876953125,273.194537178837,266.54498659138295,273.194537178837,7088984
2010-09-17,267.6171569824219,271.4329956118965,266.64855791094374,267.23873197727477,8616488
2010-09-20,271.0817565917969,271.928709312805,268.0543108699784,268.0543108699784,5025976
2010-09-21,275.63629150390625,276.1633984696908,270.000413319203,271.6582859334805,9223912
2010-09-22,271.59515380859375,275.97410894804074,269.806615760379,275.75787239706113,10806440
2010-09-23,272.3700866699219,273.43780714693054,267.87850264095465,270.761774682705,11181376
2010-09-24,274.7307434082031,275.5957116967105,269.734556699855,272.3700471682941,8791520
2010-09-27,273.2441101074219,275.7129031206301,272.4106642401455,275.2623918410212,7210320
2010-09-28,271.80242919921875,272.8386049714796,270.3968254395397,272.5592792251275,6209144
2010-09-29,273.1043701171875,277.4247676695168,270.5409660593549,272.6493494537051,8972920
2010-09-30,274.8569030761719,277.0644081164493,270.97799696301786,274.53703570142426,13665816
2010-10-01,279.5106506347656,280.22247151817595,272.6764090364836,274.9019299300683,8086512
2010-10-04,277.3752746582031,284.9033222500068,275.9426576432806,280.3982096274577,7636640
2010-10-05,277.9384460449219,280.3081399593713,276.61394717945035,277.06445849407487,5189152
2010-10-06,279.6593933105469,281.3803332430392,277.2086162878211,279.8576138789987,5788528
2010-10-07,275.1227111816406,279.0917196982617,274.09104481746965,278.32585057237463,6833672
2010-10-08,277.1814880371094,278.02393066925026,273.6449755926874,275.71281732308773,6548160
2010-10-11,277.0148620605469,279.0466722265249,275.5912420907358,277.5419690296062,4493832
2010-10-12,277.0824279785156,277.96092489438644,274.8388908078009,276.7941051851383,4625624
2010-10-13,284.078857421875,285.15557479504696,277.0824052567941,277.60500265059653,13024504
2010-10-14,286.9981994628906,290.93566349332605,284.38072463109376,285.1826478760421,9193376
2010-10-15,277.1814880371094,291.7510138863262,275.8164260861079,288.3271292267584,25870360
2010-10-18,279.9521789550781,281.0198773377446,273.84775198218136,277.55996000012414,12591096
2010-10-19,271.225830078125,279.7720385981911,270.3968936507297,278.839471368857,14077712
2010-10-20,271.982666015625,274.32532456184873,269.40573281573086,271.189761800456,7093856
2010-10-21,274.31951904296875,274.6766014543275,269.40619836990766,271.01082904148365,9231920
2010-10-22,276.0100402832031,278.88029528518143,271.4764022343568,271.6798061321348,11345744
2010-10-25,272.9363708496094,277.976267233374,272.1182528600433,276.52081264122086,5224432
2010-10-26,272.45721435546875,275.1195404165537,271.4492220027135,273.01317606784437,6925872
2010-10-27,269.4152526855469,272.1092288672168,268.24003010239943,271.3860149698953,9072696
2010-10-28,268.5699462890625,274.1793550994618,266.5087827540903,269.75872002387786,18232152
2010-10-29,268.64678955078125,271.0243592243004,266.142666296311,270.21074373630216,6886024
2010-11-01,271.35430908203125,274.0934855624355,269.66832586294095,269.66832586294095,4552944
2010-11-02,273.6506042480469,274.15233834260226,269.83113055485313,271.3860361412482,4998504
2010-11-03,273.4063720703125,275.2505577995757,272.5656319019884,274.0934117022596,3047536
2010-11-04,278.1796569824219,278.88931934616664,274.1839051842183,275.18284865145256,5514792
2010-11-08,272.6426086425781,278.7989761862706,271.81544152012617,278.7989761862706,5381520
2010-11-09,276.6112060546875,277.98530787785563,273.91723020159435,274.5319663534873,5266960
2010-11-10,278.6768493652344,280.6973366067838,273.9262567034025,275.5444386400892,9728432
2010-11-11,276.1456298828125,278.7989294305572,275.81567240357657,278.7989294305572,5586392
2010-11-12,271.0108337402344,274.70825565026905,270.2107696054806,274.64045435311147,7499456
2010-11-15,273.9217834472656,275.26876047979636,269.18021682783683,271.47641208443906,5850488
2010-11-16,268.57904052734375,272.92284847552526,265.80371157011035,272.290036306155,8375136
2010-11-18,271.562255859375,274.0844772150098,267.46705332595513,270.21075449243705,7128224
2010-11-19,267.93267822265625,271.99170747183024,266.23312111682924,270.0797195219855,5664792
2010-11-22,275.15570068359375,277.35246681337406,268.61514972331184,268.61514972331184,8780144
2010-11-23,272.2990417480469,276.52079784562045,269.3926130783733,273.7273713309715,4579872
2010-11-24,270.8345642089844,274.36023207121406,266.70773360366945,273.36581293058515,4038888
2010-11-25,277.0225830078125,281.2398153841692,271.7069562392487,271.7069562392487,18331976
2010-11-26,275.006591796875,280.60697465064266,273.6415168225678,277.53331577882506,9515792
2010-11-29,276.9863586425781,279.85208888757995,275.8292121578604,277.08128486720136,4964328
2010-11-30,275.815673828125,278.68140420924243,272.30808234595736,275.1376608639457,9072544
2010-12-01,275.9422607421875,277.216934097066,274.3692793036345,275.7072294619974,4624096
2010-12-02,280.1097717285156,281.09514179705553,274.0980564404903,276.2676980481987,7197360
2010-12-03,282.5054016113281,284.57559236604214,280.5165635839844,280.87817049804687,6647816
2010-12-06,284.1688232421875,287.15208068900495,282.5958417803424,282.95744874359303,6023648
2010-12-07,287.35089111328125,288.83347036448123,283.8794521237393,284.3902350399051,6085496
2010-12-08,283.0614013671875,286.040156377766,281.5110203435583,285.5790986722224,6951112
2010-12-09,284.8965148925781,287.66734103598503,283.96537270094507,284.3134281742214,7931128
2010-12-10,284.24566650390625,285.850297363553,281.8545449328335,284.31346780783497,6125120
2010-12-13,284.34051513671875,285.3439609185452,277.98527023556125,284.6749970639942,6849080
2010-12-14,285.5473937988281,286.9350690764989,282.6681121609635,286.0039269145615,3933584
2010-12-15,289.5973815917969,290.0991155451379,284.4670840513835,284.4670840513835,8254392
2010-12-16,297.7200012207031,298.3256883556421,290.1895332186701,291.0393005935716,8509144
2010-12-20,302.8412780761719,304.0933508942244,293.98643282989815,293.99548183140354,11346320
2010-12-21,300.9699401855469,304.61765858400975,299.32463321984017,302.89550132446703,8059840
2010-12-22,301.2637634277344,303.7226860549181,299.56873100034653,300.58575045677924,5927280
2010-12-23,304.4639587402344,304.8346146385212,300.96994092090654,302.30336635563907,6231504
2010-12-24,304.6673889160156,305.72058233848486,302.127113483883,302.5745976440826,3620064
2010-12-27,305.27764892578125,306.6246481910668,303.47866299873726,303.47866299873726,3691760
2010-12-28,305.7975158691406,306.45745315553177,304.0663309298426,304.74434415474934,2554440
2010-12-29,307.808837890625,308.7219041807712,304.7532771105187,305.64824539829795,3802920
2010-12-30,311.6102294921875,312.24756608377805,307.54667626433496,308.26989008271084,8991688
2010-12-31,311.2305603027344,311.976374585647,307.8314463789838,310.3491434229285,5859728
2011-01-03,312.640869140625,313.66691565631714,309.8700425425149,311.3435953317809,5048544
2011-01-04,314.7291564941406,316.3157115621655,312.5188382024596,312.5188382024596,8119288
2011-01-05,312.7537841796875,314.32676520314493,311.44295930322915,313.24194461573114,3523160
2011-01-06,314.4307861328125,315.77326072744034,311.35262470902086,314.5980381710542,4691840
2011-01-07,304.72161865234375,315.9540331350416,303.41984262308523,313.0928273285071,8550928
2011-01-10,306.981689453125,311.2667228334968,303.026613574873,305.10585346515404,10390408
2011-01-11,300.6490783691406,309.4813244249473,297.2499860059513,301.9418277343666,12319416
2011-01-12,305.313720703125,306.4618180853456,299.970970444495,302.84574943537103,10035400
2011-01-13,289.7556457519531,298.23533317670206,288.833552440001,297.6929227495847,22352872
2011-01-14,289.6743469238281,296.32790282556874,287.9295886444249,288.0335418340064,10321640
2011-01-17,295.5051574707031,296.6713308727175,288.4944994162188,289.2855144949158,8218616
2011-01-18,300.40496826171875,301.5530658929894,293.80564154396205,293.80564154396205,9797168
2011-01-19,293.76947021484375,299.5913327901976,292.52192192848656,298.9720721122921,6935088
2011-01-20,297.95501708984375,298.994636859272,290.92178100194974,292.1783560688788,7231848
2011-01-21,293.24969482421875,296.3369054347883,292.0880236302017,295.7040932511265,4626824
2011-01-24,296.9380798339844,297.4217379930587,291.75355305396477,292.9016507895168,7501360
2011-01-25,294.677978515625,298.7641542038858,292.5445110158641,295.16163657996844,9925912
2011-01-27,289.00531005859375,295.523284257011,287.9747390641507,295.523284257011,12710648
2011-01-28,286.40631103515625,295.4826604720015,283.9202627747377,289.8099503505011,12684296
2011-01-31,281.845458984375,283.72581931432165,278.99780459265884,283.72581931432165,7749368
2011-02-01,279.26898193359375,282.81272485365406,275.1014759896316,282.62289448890357,10301688
2011-02-02,279.2735595703125,286.0310892548252,277.0813174987482,281.42060077442187,9174728
2011-02-03,281.83648681640625,285.0366997358589,278.9978588033619,280.3719609023716,6049408
2011-02-04,275.5354309082031,282.38788662719173,273.59179366474547,280.15496825466886,6959880
2011-02-07,279.11077880859375,281.5018998268403,276.71965779034724,277.97623283767877,7341128
2011-02-08,279.93804931640625,282.05344129784476,277.7141575855702,280.24540641773035,6023992
2011-02-09,283.02069091796875,285.64234108075385,277.3434578754457,278.8893362824854,7504144
2011-02-10,276.0145568847656,281.51098646823453,274.91166019585785,280.75612319645643,8252152
2011-02-11,274.898193359375,277.4158690654775,273.0449573290259,273.9354013987243,11214152
2011-02-14,280.65667724609375,281.8997009536969,274.86644239762126,275.18284843228383,6979048
2011-02-15,280.8375549316406,282.86706976203016,277.90852505120097,280.2454190675275,4599952
2011-02-16,280.5165710449219,282.38788246082,278.53678196606677,278.6407351283308,2920384
2011-02-17,281.4522399902344,282.77661653028065,280.4442474401485,281.917800079821,3392984
2011-02-18,280.2724609375,284.3134134651313,279.2599660731698,282.5053790392799,7102304
2011-02-21,286.1441345214844,287.27868087963185,278.0757784655512,280.24542043017186,9398952
2011-02-22,284.0286865234375,286.30228122301173,281.5109894943033,283.8795104252914,6085648
2011-02-23,278.328857421875,280.7787311212648,277.5378422653797,280.7787311212648,7076384
2011-02-24,272.0007019042969,278.43730000985875,270.7531537433529,275.7252483863861,16486520
2011-02-25,271.8651123046875,275.0608000445007,268.1315166439477,273.3024909054698,10366720
2011-02-28,270.9430847167969,283.39140086247244,268.2581351747536,273.19407938842573,14514472
2011-03-01,278.654296875,280.9685901005187,271.9284166738611,273.91725482772574,8377632
2011-03-03,273.56463623046875,276.5388438000256,271.29554437524575,276.4574910855197,12571856
2011-03-04,276.8281555175781,279.34132786526993,275.5444554476838,277.2620882080204,9770912
2011-03-07,275.0652770996094,277.9852567307975,273.510372110253,274.45959006006547,7357728
2011-03-08,281.7190246582031,283.13832795442625,273.03140621419044,273.93994836650705,8514512
2011-03-09,279.8385009765625,283.210489266149,277.6236590208443,282.0533429322807,6676440
2011-03-10,279.3639221191406,280.24533891087646,276.85527432727713,279.79333029972986,3438200
2011-03-11,276.07794189453125,278.34703502917233,275.27337501261115,277.3526156120496,7278272
2011-03-14,280.3177185058594,280.9686066166927,273.9760232318337,274.3692796273045,3557952
2011-03-15,273.9308166503906,276.5298666091426,271.7476235133337,274.09806869342236,9037824
2011-03-16,273.9985656738281,276.76034264762353,273.01772024942017,273.46520435148517,5594720
2011-03-17,269.27960205078125,271.11476140206076,268.5835132129118,269.7677845868424,8321376
2011-03-18,265.8805847167969,270.73515407613945,265.1121698736932,269.41075525117043,7468000
2011-03-21,264.1809997558594,267.3179356073787,262.5582929951158,266.8116770532128,6607096
2011-03-22,266.0567626953125,267.29526173454025,264.3346056689932,265.3425759286659,5119744
2011-03-23,270.6040344238281,271.0967194511081,264.605870652656,265.3064840785385,7266720
2011-03-24,271.4582824707031,272.3080497892505,269.2841167446944,270.5678167225832,8189232
2011-03-25,285.9451599121094,287.929473217626,274.8257485445213,275.1828309181958,12662792
2011-03-28,283.8207092285156,285.44794010130266,281.12673370275525,283.7709838710342,12056632
2011-03-29,286.87640380859375,288.2640574364754,282.8625528435144,283.13828259671726,9860592
2011-03-30,286.6548156738281,289.60192068262825,285.36659111639796,286.75426639778266,5608128
2011-03-31,293.0191650390625,295.16168186849336,286.0220571024022,287.6583374289574,18839928
2011-04-01,290.92633056640625,294.3706454497129,290.00876179736787,292.4586576096736,5588288
2011-04-04,296.8024597167969,297.96413088790405,291.1840004823844,291.54560743734544,7375992
2011-04-05,296.8115234375,297.69294043392597,292.0970813567065,296.24198804104634,4302536
2011-04-06,296.07916259765625,298.23525228896517,293.99089626207865,296.4272180222846,6766920
2011-04-07,293.4349670410156,294.8813947232945,292.69367726799464,294.8813947232945,3800288
2011-04-08,291.7534484863281,295.1299391747596,289.958965681389,293.0823492337292,4832928
2011-04-11,293.0462646484375,294.872375229221,287.56791083535165,288.8606600231377,8000064
2011-04-13,298.88623046875,299.871622684099,288.9239630650718,290.2799891745762,11068904
2011-04-15,270.2559814453125,298.1991660102671,269.17116064673627,297.97766410730264,81019736
2011-04-18,262.7164306640625,268.22188623472346,260.3569370933615,263.8826039498341,41086712
2011-04-19,261.021484375,264.60590469641875,260.4474244722864,262.7074680723583,19210632
2011-04-20,262.824951171875,264.6872135470895,261.3513985748261,263.8826469871731,17949856
