Date,Close,High,Low,Open,Volume
2010-01-04,282.017578125,284.73776355039143,281.0420496115954,283.19943805242315,1963682
2010-01-05,282.0924987792969,284.9815268495841,280.1039547232129,283.2743811854061,2014488
2010-01-06,275.7141418457031,282.2238385414975,275.0200349557824,282.09250554863394,3349176
2010-01-07,268.0414428710937,277.42139225907624,266.7657605942213,275.95811099444416,6474892
2010-01-08,262.5634765625,269.5796816246411,261.32532811630136,268.64168690778433,6048178
2010-01-11,267.9662475585937,270.17990062546085,262.7885229968021,264.1392257867463,4318408
2010-01-12,281.4170837402344,282.8991195166924,272.76877969315035,274.64476854936186,9027690
2010-01-13,295.8623046875,298.8076219946481,279.3911303269088,279.5224404341217,10910272
2010-01-14,292.5980529785156,299.57674717745056,288.658475300173,299.57674717745056,10327614
2010-01-15,296.931640625,300.0082452236825,289.746591355528,298.65754188281034,7945008
2010-01-18,300.9838256835937,311.03912701924065,297.5319996697924,300.15838554329616,7261084
2010-01-19,292.9171142578125,300.983872113675,292.14796285626124,300.983872113675,5154850
2010-01-20,292.4293212890625,297.2318509600362,289.24013838798976,297.2318509600362,4347054
2010-01-21,289.1462097167969,297.1379187186017,288.1144157097497,289.74651706988493,5089504
2010-01-22,284.3436889648437,287.0263628232303,279.4098508473194,285.52557138363164,7574990
2010-01-25,283.7247314453125,287.2140682562227,278.0780061399891,284.2124842639957,3008286
2010-01-27,279.6240539550781,285.79362396306215,278.4390606222582,282.14454985935146,4844398
2010-01-28,279.04107666015625,285.13540608133275,273.75557113833344,281.9565715629081,6537196
2010-01-29,276.953125,278.30740980293035,267.9056933713226,276.12549630443823,5473326
2010-02-01,280.6962585449219,286.95985470179266,270.8588079334985,276.25716526833435,3378012
2010-02-02,277.78076171875,286.90343675796737,276.5016970649398,284.0255527673871,4739188
2010-02-03,283.2544250488281,284.7403914722284,276.6898548985343,279.8874942821339,2977676
2010-02-04,277.89361572265625,283.6117506643633,275.5612158563169,283.2543629253218,2716612
2010-02-05,272.1755065917969,276.5017240428068,269.57976693679586,276.5017240428068,4607118
2010-02-08,272.4201354980469,276.40777160664686,266.40104826333254,274.2446621316714,4170344
2010-02-09,276.5581970214844,279.1163039402598,271.2538637883126,272.7398302140909,3005894
2010-02-10,275.48602294921875,279.77463067788904,273.906008367025,278.3451024219955,2337374
2010-02-11,279.3984375,281.37344998521064,276.5017479294931,277.6115214419522,2413156
2010-02-15,280.6962585449219,282.14459159739425,277.83717957347693,282.14459159739425,1956482
2010-02-16,285.21063232421875,287.76873923680307,279.21035148183245,281.11012087480367,1660490
2010-02-17,285.3986511230469,288.8972392548064,283.1038614737538,287.74985591065195,2528290
2010-02-18,285.4549560546875,288.5209350984241,284.21352499831283,285.90639179181704,1814806
2010-02-19,282.3515625,285.7184933802206,280.56464631361945,283.988015310438,2215880
2010-02-22,284.8720397949219,287.2984883048184,283.5741698513968,284.7779915810576,2143460
2010-02-23,286.69659423828125,287.7875628111124,282.6149105383636,285.53040545573106,1853052
2010-02-24,287.9192199707031,289.93186571434575,282.93466416446404,284.4018256239048,4076058
2010-02-25,288.2578430175781,289.59332337508533,286.376878299682,289.59332337508533,2672984
2010-02-26,286.583740234375,292.8849711688002,280.6963352573132,288.57755796769624,3015934
2010-03-02,287.1104736328125,289.2923882235739,284.025686747462,286.659037485518,4053352
2010-03-03,289.1982421875,291.1732545731708,287.4677643292125,289.29229039634146,2754742
2010-03-04,287.37371826171875,289.6684853901544,284.77797849395694,288.9160997138163,2053606
2010-03-05,286.8846740722656,288.5211268367521,285.9630199076477,287.7875461465334,1287312
2010-03-08,286.9223937988281,289.66859799279405,286.01952145185413,288.7657256458201,3015740
2010-03-09,289.17938232421875,292.86606681979845,287.0350789768865,287.0350789768865,3457732
2010-03-10,293.4492492675781,295.1045071116541,285.9065866719185,287.2985049097563,4587874
2010-03-11,297.7943115234375,299.03576655005975,290.40213429206403,293.4492878132418,3214030
2010-03-12,299.80682373046875,300.95420705266025,297.94466498213365,300.95420705266025,2510976
2010-03-15,307.7258605957031,308.47824656292977,297.6250881700842,299.807002882842,6054434
2010-03-16,311.8639831542969,312.9737570472264,306.8982311825597,309.0425357795596,3088856
2010-03-17,316.2653503417969,318.22155785762754,312.24008204135475,313.7448535210721,4174794
2010-03-18,310.6788024902344,317.8829035116076,308.6661802736971,317.8829035116076,3724554
2010-03-19,308.8167724609375,313.91418185630994,302.9293441691241,302.9293441691241,4716624
2010-03-22,311.3371276855469,313.6695274548748,303.2678111270022,306.55949786892097,3310110
2010-03-23,311.7322082519531,313.36863793311466,309.26812676375994,312.2400594051443,1694964
2010-03-25,312.1648254394531,314.79817541561795,307.7257543575447,310.0205215809496,5517582
2010-03-26,310.3779602050781,314.49727722019685,309.34342968790645,312.24011972818585,1997806
2010-03-29,305.4498596191406,311.9767978880557,304.1707944496555,309.9829799152657,3443266
2010-03-30,300.9541320800781,307.0108248037984,299.88199216893406,304.1893798155477,3097160
2010-03-31,293.6748962402344,303.6816147772078,292.4146366791857,300.954217183978,7083046
2010-04-01,303.8884582519531,304.6408436514187,294.22030127662435,295.8191202504887,5781432
2010-04-05,302.2145080566406,307.34954949390243,300.672126600981,307.34954949390243,3001836
2010-04-06,299.46826171875,304.3023527795516,298.00112363476376,304.3023527795516,3702366
2010-04-07,300.220703125,304.34001947649034,293.86305765665844,297.19235523662223,3024558
2010-04-08,300.7474365234375,303.7757849577526,297.19240881315733,299.4495663484471,4494438
2010-04-09,297.7943115234375,303.92627459604495,296.53407440367744,301.70672714462324,3018012
2010-04-12,300.23956298828125,300.9543387271558,297.2300196010097,297.5686024164753,2869882
2010-04-13,308.7977294921875,309.90750240879777,296.15766555781977,300.9541218752059,8404916
2010-04-15,309.1176452636719,314.08339508753966,308.12072510473695,309.2304985176487,4290952
2010-04-16,306.6346740722656,311.48756930010177,305.4120477434911,308.1018348511876,3810958
2010-04-19,305.4498596191406,310.3591728520561,301.23649413488954,304.7162788002005,6947704
2010-04-20,297.0043029785156,313.23703625857206,296.0638207018262,310.3591513075053,12016986
2010-04-21,295.3114318847656,300.57813258079966,293.5245155771827,299.0733609533614,7107490
2010-04-22,295.6686706542969,298.565359168725,293.8065121120944,296.85366393680295,4751116
2010-04-23,293.5057678222656,297.9448403976063,292.4900421832561,296.4588735332218,4306068
2010-04-26,295.3490905761719,297.5686382761576,293.5057588059264,295.68767343243974,2512548
2010-04-27,296.1766052246094,297.1547203418901,293.82540007872467,295.6687540974934,2621234
2010-04-28,289.7813415527344,294.91638302958523,287.7875240826601,293.4304167117319,2400382
2010-04-29,285.8125,291.64348881210924,284.2512905852659,291.58705070372594,4622964
2010-04-30,287.9379577636719,290.72177050849035,286.86579458356533,287.78747147001263,3690224
2010-05-03,288.464599609375,290.1951000569709,283.6869470341841,286.3767344137278,2416560
2010-05-04,286.2826843261719,291.49294475796444,284.70267017527624,291.49294475796444,2896028
2010-05-05,288.06964111328125,288.9160749265426,278.4391144667912,282.14460442045174,4371230
2010-05-06,288.5775756835937,290.00712712825646,285.60566543404303,288.89735343768655,2580872
2010-05-07,278.9093933105469,286.884663508621,276.5017498418141,284.7779926942221,4267152
2010-05-10,289.7625427246094,317.1305725632531,280.2636732617124,285.9065660119482,2327814
2010-05-11,284.5146789550781,293.05426217549706,283.6118297930068,291.5494906110529,1351288
2010-05-12,285.6996154785156,288.8972541545756,282.5583919436773,284.77793856204244,2740076
2010-05-13,288.01324462890625,290.87232414345885,286.45205803543075,287.8251481987774,1321452
2010-05-14,287.3548583984375,292.3018028563991,284.0255613340815,288.1636820952403,2026996
2010-05-17,280.5458068847656,291.53064226614896,276.1631511697534,291.53064226614896,3722050
