Date,Close,High,Low,Open,Volume
2010-01-04,5232.2001953125,5238.4501953125,5167.10009765625,5200.89990234375,0
2010-01-05,5277.89990234375,5288.35009765625,5242.39990234375,5277.14990234375,0
2010-01-06,5281.7998046875,5310.85009765625,5260.0498046875,5278.14990234375,0
2010-01-07,5263.10009765625,5302.5498046875,5244.75,5281.7998046875,0
2010-01-08,5244.75,5276.75,5234.7001953125,5264.25,0
2010-01-11,5249.39990234375,5287.2001953125,5227.7998046875,5263.7998046875,0
2010-01-12,5210.39990234375,5300.5,5200.9501953125,5251.10009765625,0
2010-01-13,5233.9501953125,5239.2001953125,5169.5498046875,5212.60009765625,0
2010-01-14,5259.89990234375,5272.85009765625,5232.5,5234.5,0
2010-01-15,5252.2001953125,5279.85009765625,5242.4501953125,5259.89990234375,0
2010-01-18,5274.85009765625,5292.5,5228.9501953125,5253.64990234375,0
2010-01-19,5225.64990234375,5287.7998046875,5218.64990234375,5274.2001953125,0
2010-01-20,5221.7001953125,5256.7001953125,5201.39990234375,5226.10009765625,0
2010-01-21,5094.14990234375,5220.35009765625,5085.4501953125,5220.2001953125,0
2010-01-22,5036.0,5094.14990234375,4954.85009765625,5094.14990234375,0
2010-01-25,5007.89990234375,5035.7001953125,4983.0498046875,5034.5498046875,0
2010-01-27,4853.10009765625,5008.5,4833.0498046875,5008.5,0
2010-01-28,4867.25,4929.89990234375,4824.9501953125,4863.0,0
2010-01-29,4882.0498046875,4893.7001953125,4766.0,4866.14990234375,0
2010-02-01,4899.7001953125,4918.7998046875,4827.14990234375,4882.0498046875,0
2010-02-02,4830.10009765625,4951.14990234375,4814.10009765625,4907.85009765625,0
2010-02-03,4931.85009765625,4949.14990234375,4831.0,4831.0,0
2010-02-04,4845.35009765625,4931.2998046875,4832.35009765625,4931.2998046875,0
2010-02-05,4718.64990234375,4827.0,4692.35009765625,4819.64990234375,0
2010-02-08,4760.39990234375,4799.0498046875,4675.39990234375,4755.35009765625,0
2010-02-09,4792.64990234375,4810.39990234375,4739.35009765625,4760.5498046875,0
2010-02-10,4757.2001953125,4826.85009765625,4748.10009765625,4793.0,0
2010-02-11,4826.85009765625,4843.7998046875,4757.25,4757.25,0
2010-02-15,4801.9501953125,4845.60009765625,4783.89990234375,4827.89990234375,0
2010-02-16,4855.75,4880.0,4791.35009765625,4801.7998046875,0
