Date,Close,High,Low,Open,Volume
2010-01-04,203.56381225585935,206.51648554459544,193.40929217847705,206.51648554459544,76646086
2010-01-05,202.65533447265625,217.64582542619635,201.6521872548215,217.64582542619635,21392825
2010-01-06,205.92974853515625,207.1600301682132,202.64584304257136,204.39662504180183,23691760
2010-01-07,209.3461456298828,211.04014728243635,204.0370187351996,205.9297647173796,26197920
2010-01-08,208.7972412109375,210.8130114427356,207.44393518789724,209.7152175819952,15110149
2010-01-11,204.6994781494141,217.6079536403798,198.7373631919785,214.7688284168489,188649642
2010-01-12,205.23887634277344,215.26092075832392,203.84771680396224,207.2546463747519,32790509
2010-01-13,206.0433349609375,206.6868597795348,202.2578554609057,205.92977398731423,15360176
2010-01-14,212.30828857421875,212.89502022626468,205.55120900624723,205.55120900624723,24545629
2010-01-15,210.2357177734375,215.56377114023704,209.15686337519543,213.0842810183392,18766617
2010-01-18,208.1064300537109,211.3146161183153,206.6774038780757,209.52598017980085,14172193
2010-01-19,205.36192321777344,209.3461211415112,204.91711754033884,208.2010229068407,13064666
2010-01-20,203.94239807128903,207.6521703337183,202.9013971883495,207.2546942829319,19331024
2010-01-21,199.50392150878903,203.84775499849508,198.78468939078616,203.4692057936205,18611321
2010-01-22,199.46604919433597,202.7121010575388,194.85724053662383,197.03388878500667,39869565
2010-01-25,197.23260498046875,199.5701310725885,196.21999456009263,198.67108160371708,13393277
2010-01-27,194.4881591796875,198.73735822551427,193.05914582454568,195.7089774360156,24843485
2010-01-28,196.30520629882807,198.0654519539368,194.00553337660963,196.84463356593795,33223459
2010-01-29,198.0181121826172,199.07803976613388,192.69952216853503,195.5007683783513,23333042
2010-02-01,197.8666839599609,199.68370976945891,196.00232845139487,196.37141418796105,12132865
2010-02-02,194.4408416748047,199.9392365706192,193.83515793742748,199.11589432133496,17248998
2010-02-03,195.69952392578125,198.4345263978976,195.16008405482165,195.16008405482165,15052266
2010-02-04,192.8982696533203,196.46607791983487,191.92351271162332,196.46607791983487,11974603
2010-02-05,185.8099822998047,190.74056045007688,184.54185943237303,184.54185943237303,29882876
2010-02-08,188.20425415039065,190.09698718933728,184.54181243499917,186.4345454739458,25894932
2010-02-09,187.9960479736328,188.89509743793656,185.99921738090188,188.09068209940588,14292031
2010-02-10,186.45350646972656,189.2547528915221,185.86674951772537,189.2547528915221,18261247
2010-02-11,192.14117431640625,193.02129707138337,187.097023132112,187.2389869741844,23450102
2010-02-15,191.16639709472656,194.3840587428085,190.71214061478605,194.3840587428085,13498617
2010-02-16,192.6332855224609,193.2484200590312,190.22003917608936,191.18533266074544,10068256
2010-02-17,195.43453979492188,196.4282235616597,193.44717226144624,194.00552633750357,15630122
2010-02-18,188.85728454589844,196.5323412276244,188.3273206924652,194.95190044721184,19834114
2010-02-19,186.09385681152344,188.32728541708363,184.94874595283707,188.32728541708363,17754534
2010-02-22,185.10020446777344,189.27368395105825,183.59547103192736,188.3840977236679,12692045
2010-02-23,184.6080780029297,186.05601818968665,183.59545484230296,184.3525532006873,12976934
2010-02-24,185.2610626220703,186.56705157959507,182.96138998493976,183.5954513194769,12487589
2010-02-25,182.2894592285156,186.43456058688784,181.5418369456704,185.50712081723373,18954063
2010-02-26,185.2894592285156,188.3273034870174,182.88568896106725,183.40618935232828,22579233
2010-03-02,186.09385681152344,189.0843837143098,185.37461216568556,186.43455230874824,18210596
2010-03-03,193.96766662597656,194.57333775442729,187.00239179250156,187.00239179250156,26623966
2010-03-04,191.92349243164065,196.8446063263257,190.7878575669529,196.8446063263257,20781218
2010-03-05,191.1285552978516,194.1947898863503,190.2389691096677,193.4377041293033,11774505
2010-03-08,190.0496826171875,194.3840521744095,189.6522066313292,193.28625834805564,11941298
2010-03-09,187.44715881347656,191.50707655211983,187.01182919692985,190.5039295419517,17459521
2010-03-10,190.9298095703125,192.85093301591584,187.2484407057736,188.3272950952428,24807175
2010-03-11,192.38720703125,193.0591346260901,190.59857142899472,191.1663888457358,14583772
2010-03-12,193.3619537353516,195.51967496785136,191.9234771252616,192.1127580107677,22333253
2010-03-15,194.582763671875,195.3209350883111,191.7531276334185,193.43766553338705,18131701
2010-03-16,202.1348114013672,202.86351951399743,194.76261009206007,195.33042753964943,33998717
2010-03-17,202.4660797119141,204.8887771869516,201.72790805374848,203.4313733358332,21599472
2010-03-18,203.83827209472656,204.7183948056212,201.40611169044575,203.27991807242,15292424
2010-03-19,206.69631958007807,207.53857603630527,202.5512180213588,204.18843913465227,19737747
2010-03-22,203.2704315185547,208.0117274138285,201.00861281203908,201.00861281203908,20468483
2010-03-23,206.57330322265625,207.05595000560675,203.83830057435915,204.027568867778,20005544
2010-03-25,206.58273315429688,207.63320991670716,203.92343825438712,207.4439290192345,22967888
2010-03-26,208.28619384765625,210.28303715287444,207.2830468059394,207.6332057196648,18075516
2010-03-29,206.9328765869141,210.0842813688124,206.4975469804596,208.90131691102332,20249784
2010-03-30,205.9581298828125,209.27987625044616,204.98337308564328,207.44392361079227,18938795
2010-03-31,203.32725524902344,207.25468588976688,202.76890117149344,206.85720985507697,21647708
2010-04-01,206.69631958007807,207.91712522002345,203.8477436058328,204.03701188032625,12519976
2010-04-05,213.10321044921875,213.8130043678613,207.5385716791621,207.5385716791621,19912935
2010-04-06,212.59217834472656,214.44705786691603,212.0243482844693,213.50069127946145,12481837
2010-04-07,213.82241821289065,217.6079093167266,212.57322257377223,212.93283222564423,20218574
2010-04-08,209.44078063964844,215.1095295842389,208.4849506055757,214.44706536900716,14723428
2010-04-09,212.8761138916016,214.068554676896,209.75309861275787,209.75309861275787,16826518
2010-04-12,213.3776397705078,216.7183381085388,212.48805372259636,216.7183381085388,12699784
2010-04-13,212.1568298339844,214.63631982264175,210.33981665264477,213.5006850049633,13971281
2010-04-15,206.4407958984375,214.80668110174645,205.74994142331357,212.93287463513707,24286918
2010-04-16,205.219970703125,207.2546677701106,202.7404932036438,205.570129635778,18193722
2010-04-19,200.9707794189453,204.37769662314687,198.92661898863992,204.37769662314687,16389189
2010-04-20,201.23577880859372,204.36825740004016,199.56070393053255,202.49445082072597,16748550
2010-04-21,199.51336669921875,203.2231384603483,198.38719523644664,202.52282060008852,19187549
2010-04-22,203.61114501953125,207.04645242126853,198.74681169938933,198.83198241737173,25598349
2010-04-23,205.96762084960935,207.4439513621991,204.4155703890368,204.4155703890368,23235165
2010-04-26,202.75942993164065,207.7846417049249,201.29255023519696,204.4155652717421,16652152
2010-04-27,200.86666870117188,202.1442673873523,199.6837167817212,201.19790079789956,13970196
2010-04-28,192.5386505126953,199.4849857860836,191.54495415617984,199.4849857860836,40110291
2010-04-29,195.9076995849609,196.82567592723512,192.89824576911968,193.81622211139387,23447044
2010-04-30,195.63323974609372,198.2073510144212,194.95184880451384,196.8445817659905,15821019
2010-05-03,193.7689208984375,195.443995696957,192.69952985872555,194.1947871584894,12535244
2010-05-04,193.27679443359372,196.6553339872601,191.82885432547835,193.8540752672743,17348783
2010-05-05,193.1821746826172,193.7310653178632,189.89828165021183,191.1664043691394,14976570
2010-05-06,190.7594451904297,193.6837153671753,190.03073718192752,193.02126387877,23863448
2010-05-07,195.4818572998047,200.630106285312,184.73111544331456,184.73111544331456,72063684
2010-05-10,205.81329345703125,206.30904391634888,198.30074376762735,200.39815934796724,38050844
2010-05-11,203.6015167236328,207.643801261031,202.7530169074684,207.643801261031,26325489
2010-05-12,206.49020385742188,207.72957371528005,202.88646984913024,205.1745539235856,15294301
2010-05-13,204.3641662597656,208.48271715773,202.4955655241498,202.4955655241498,11947698
2010-05-14,198.99673461914065,204.2116676305976,197.3474021940217,203.58243651054005,18161695
2010-05-17,193.82945251464844,197.29018520133295,192.38986815918256,197.29018520133295,20611809
2010-05-18,194.60171508789065,197.0518676254881,192.16108324192692,194.4873140499166,15445191
2010-05-19,190.4164123535156,194.05828023185887,189.7395141490946,193.91526621886783,26097480
2010-05-20,190.66427612304688,193.15257478078004,189.482094015926,190.864490644575,18577281
2010-05-21,189.8253173828125,190.6452168826659,186.11671552344876,188.74801556698893,19167407
2010-05-24,194.99256896972656,200.0072870637573,193.81038690224813,194.10593560116664,24726303
2010-05-25,187.93765258789065,195.44066993063132,187.38470154218817,195.44066993063132,25245934
2010-05-26,192.208740234375,192.5805435636194,188.95774263259423,189.7013747474748,13726569
2010-05-27,194.91632080078125,195.95548896615443,190.97890405610588,192.7712378063991,27405100
2010-05-28,197.66200256347656,198.11008595711965,193.4385709242177,196.3844863114437,17535288
2010-05-31,199.3685302734375,199.92148125549036,196.15566652459972,196.4226149615538,16548811
2010-06-01,192.6854248046875,199.25412851367363,191.45557560219356,198.92999227639604,19466130
2010-06-02,192.78076171875,194.6779629883154,191.31257702690405,193.53392726652763,19728249
2010-06-03,196.5465545654297,197.9194050025848,194.4682184369535,194.4682184369535,17106958
2010-06-04,196.62283325195312,197.5380668702576,194.9544341273498,196.58468685034467,14088022
2010-06-07,192.1515350341797,193.53393171610003,190.67381688948092,193.53393171610003,13503377
2010-06-08,189.98741149902344,193.0953954432308,189.73952985666207,192.5233648003037,15226706
2010-06-09,192.0180511474609,193.53391557028303,190.67380098227272,190.7119346554813,15242486
2010-06-10,193.6006622314453,194.0010785546659,192.0371306142796,192.58054822143745,13962908
